Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Store_Age
0,858,151.1024,1518.024,0,0.13177092199999998,11.65,7,1,1,1,18
0,1302,146.1786,3034.0506,9,0.028984804,21.1,1,2,0,1,33
0,1498,93.2094,666.4658,9,0.120211747,8.695,2,1,1,1,13
1,431,89.0488,181.0976,3,0.02076385,7.27,1,2,0,1,33
0,1301,105.6964,210.3928,9,0.016006626,8.85,1,2,0,1,33
0,347,152.9366,1662.5026,13,0.015766712,18.6,6,1,2,1,16
0,1432,144.6102,3791.0652,9,0.024536198999999998,12.792854228644991,5,2,1,3,35
1,852,78.7618,402.809,5,0.008046878,9.1,9,0,1,1,21
0,407,82.425,749.025,0,0.014653896000000001,7.975,9,0,1,1,21
0,1426,121.444,2516.724,8,0.073794811,10.0,2,1,1,1,13
0,370,214.0218,5556.7668,13,0.056830682,6.865,8,0,2,1,23
1,276,65.5168,1022.6688,15,0.054618573,16.7,6,1,2,1,16
0,1542,174.9054,525.3162,9,0.052141447,7.285,0,2,1,0,22
0,34,196.2768,1576.6144,14,0.017360867,8.43,7,1,1,1,18
1,1066,194.611,392.82199999999995,0,0.196438668,20.2,0,2,1,0,22
1,231,187.6556,5257.1568,6,0.074743226,8.75,9,0,1,1,21
0,591,111.1886,4447.544,6,0.127792701,12.792854228644991,5,2,1,3,35
0,1557,190.4214,5652.642,8,0.024358634,12.792854228644991,5,2,1,3,35
0,124,177.5344,3033.3848,7,0.070431235,9.695,6,1,2,1,16
1,1030,35.2558,780.9834,5,0.08293069900000001,7.75,8,0,2,1,23
0,1181,115.8466,2474.7786,6,0.041330512,19.75,1,2,0,1,33
1,1176,50.8008,101.2016,0,0.235354055,9.8,0,2,1,0,22
1,627,152.4366,3929.5516,10,0.057746382,11.8,2,1,1,1,13
1,740,36.8874,564.5984,0,0.045337184,9.8,9,0,1,1,21
0,933,248.0092,1245.046,13,0.020374875,7.42,1,2,0,1,33
0,35,151.8024,151.8024,14,0.035568147,20.75,0,2,1,0,22
1,663,103.999,825.592,5,0.062797771,12.6,9,0,1,1,21
1,319,179.56599999999997,2696.49,5,0.018096488,19.75,3,2,1,2,11
1,270,122.973,1231.73,4,0.009613854,10.895,1,2,0,1,33
0,693,53.5614,939.4438,5,0.026645307000000003,16.6,3,2,1,2,11
1,304,105.3306,2090.612,5,0.08775368199999999,6.765,2,1,1,1,13
0,497,175.8054,2801.6864,6,0.037657459,13.1,7,1,1,1,18
0,1276,89.5514,3364.9532,9,0.041091215,12.792854228644991,5,2,1,3,35
1,1109,213.956,2343.616,10,0.095195306,6.155,2,1,1,1,13
0,1365,164.1526,1808.9786,11,0.048686689000000005,10.65,8,0,2,1,23
0,1250,197.9084,992.0419999999999,13,0.11709121300000001,12.792854228644991,4,0,2,0,35
1,217,241.8538,5768.4912,0,0.022940826,20.25,8,0,2,1,23
0,1263,106.0596,970.7364,0,0.119339241,20.5,6,1,2,1,16
1,656,176.8344,3568.688,5,0.014075333999999998,11.8,1,2,0,1,33
0,1105,120.0414,3533.4006,1,0.046336634,15.0,1,2,0,1,33
0,203,180.7976,6157.3184,5,0.036641589,13.15,1,2,0,1,33
1,863,198.9768,4729.8432,6,0.101176316,15.5,3,2,1,2,11
0,1011,260.6278,9371.8008,6,0.035737372999999996,12.792854228644991,5,2,1,3,35
1,455,81.7276,1949.4624,5,0.079376029,11.6,2,1,1,1,13
1,433,231.8984,4633.968,5,0.091054989,14.35,9,0,1,1,21
0,1164,182.695,4211.185,13,0.043852434,13.15,7,1,1,1,18
1,270,121.67299999999999,1970.7679999999998,4,0.009620041999999999,10.895,6,1,2,1,16
0,1466,199.5084,3372.9428,8,0.054939848,10.1,2,1,1,1,13
0,70,50.8324,934.7832,14,0.014675573999999999,18.7,2,1,1,1,13
0,1476,224.0404,3375.6059999999998,8,0.14526636,12.15,9,0,1,1,21
1,871,138.6838,2388.2246,5,0.14666293800000002,10.195,8,0,2,1,23
1,237,193.3794,780.3176,4,0.07178670599999999,8.575,1,2,0,1,33
1,763,102.2332,102.5332,6,0.133424184,16.5,0,2,1,0,22
0,551,95.3094,1713.7692,5,0.11579959199999999,9.065,3,2,1,2,11
0,1288,178.7344,1605.9096,9,0.027579198,16.6,8,0,2,1,23
1,1235,238.5222,717.0666,4,0.241055611,11.6,0,2,1,0,22
0,1435,57.1614,1381.535,9,0.014332438999999999,19.5,3,2,1,2,11
0,1445,106.2596,215.7192,8,0.027133398,16.6,0,2,1,0,22
0,32,98.0726,1076.5986,4,0.132876847,11.85,9,0,1,1,21
0,781,170.6422,2931.5174,13,0.03315162,12.85,1,2,0,1,33
0,1506,170.0474,4211.185,9,0.019536981000000002,9.0,9,0,1,1,21
0,1151,165.85,1830.95,6,0.085258864,5.655,6,1,2,1,16
0,1297,55.1614,939.4438,9,0.013179388,8.93,8,0,2,1,23
0,1350,108.1912,1856.2504,9,0.033592687,15.2,6,1,2,1,16
0,898,114.1492,115.8492,3,0.05346916,7.655,0,2,1,0,22
0,708,209.02700000000002,4613.994000000001,3,0.126831854,12.792854228644991,5,2,1,3,35
0,913,143.547,1431.47,13,0.103603094,15.5,9,0,1,1,21
0,501,122.1072,490.0288,5,0.10484088400000001,18.7,9,0,1,1,21
0,104,31.89,366.19,14,0.042056944000000006,9.5,3,2,1,2,11
0,417,34.4558,611.2044,5,0.040049609,13.65,2,1,1,1,13
1,1007,86.25399999999999,2163.85,3,0.03075661,19.5,7,1,1,1,18
0,859,46.5376,575.2512,3,0.0,8.71,1,2,0,1,33
1,381,247.8092,498.0184,4,0.03941584,12.792854228644991,4,0,2,0,35
0,27,46.3718,661.8052,4,0.024363938999999998,19.6,2,1,1,1,13
1,862,189.1872,5294.4416,6,0.131443921,12.792854228644991,5,2,1,3,35
0,1499,82.3618,1208.427,8,0.05872513099999999,11.8,6,1,2,1,16
1,849,40.3454,838.908,0,0.122274118,6.715,2,1,1,1,13
0,1397,39.6796,660.4736,9,0.067239404,19.1,1,2,0,1,33
0,445,156.6288,3928.22,0,0.021464453999999997,20.7,9,0,1,1,21
0,137,113.986,452.744,7,0.112681821,10.195,3,2,1,2,11
1,811,155.16299999999998,782.315,2,0.039469737000000005,20.2,2,1,1,1,13
0,96,151.9024,2580.6408,14,0.061101382999999995,10.8,8,0,2,1,23
0,1360,100.8332,1537.9979999999998,9,0.014359584,19.75,3,2,1,2,11
0,281,120.9098,1687.1372,5,0.016637301,19.35,9,0,1,1,21
0,261,206.6296,3115.9440000000004,4,0.159843921,7.405,3,2,1,2,11
0,1540,128.8968,2348.9424,9,0.061308889000000005,15.25,7,1,1,1,18
0,1479,263.591,262.991,9,0.055566935,12.792854228644991,4,0,2,0,35
0,326,207.8954,3542.7218,5,0.026397141000000002,8.895,7,1,1,1,18
0,1463,215.2218,4701.8796,9,0.034307348,18.75,8,0,2,1,23
0,1158,110.3228,1768.3648,4,0.07462720099999999,20.1,8,0,2,1,23
0,1384,35.7216,519.3240000000001,8,0.041973712,12.35,2,1,1,1,13
1,651,111.8544,1677.816,13,0.080015028,16.85,3,2,1,2,11
0,453,166.3526,164.4526,15,0.10084386,18.25,0,2,1,0,22
0,908,219.8114,1108.557,4,0.055519560999999995,17.0,9,0,1,1,21
1,923,133.2284,4350.3372,13,0.012203915,12.792854228644991,5,2,1,3,35
0,867,76.7328,1312.9576,0,0.130946374,14.3,3,2,1,2,11
1,406,35.019,659.1419999999999,13,0.041381156,17.6,8,0,2,1,23
1,613,37.9506,910.8144,5,0.04586701,12.792854228644991,5,2,1,3,35
0,97,218.3482,2409.5302,4,0.036474041,20.25,3,2,1,2,11
0,1103,145.1418,2648.5524,13,0.039231652,18.0,2,1,1,1,13
0,1459,106.02799999999999,1065.28,11,0.013393536999999999,16.35,7,1,1,1,18
1,208,53.763999999999996,798.96,3,0.031444357,14.0,2,1,1,1,13
0,61,145.2102,3062.0142,14,0.014555066,5.78,8,0,2,1,23
0,436,191.8478,774.9912,13,0.082526478,21.0,0,2,1,0,22
1,753,262.8936,4958.8784,5,0.080765853,13.65,9,0,1,1,21
1,531,173.1396,697.7584,6,0.17797002,12.3,0,2,1,0,22
1,472,196.9426,2768.3964,10,0.03382933,12.35,7,1,1,1,18
0,93,185.1924,2591.2936,14,0.11397026,11.8,2,1,1,1,13
0,118,127.3362,755.0172,7,0.038729457,19.7,6,1,2,1,16
0,760,50.9008,354.2056,3,0.032075379,10.1,1,2,0,1,33
0,543,120.544,479.376,3,0.196490902,12.792854228644991,4,0,2,0,35
0,706,94.1436,1607.2412,1,0.146305498,17.85,1,2,0,1,33
0,1312,74.6354,1053.2956,9,0.026877471,20.7,1,2,0,1,33
0,910,99.7016,1922.8304,5,0.005474515,8.89,8,0,2,1,23
0,1067,153.4682,1677.1502,3,0.064048405,14.5,6,1,2,1,16
0,1315,100.8016,1113.2176,9,0.032203667000000005,9.0,2,1,1,1,13
0,30,77.5012,1518.024,4,0.017857847,13.35,3,2,1,2,11
0,865,92.3462,2406.2012,13,0.041921462,6.675,8,0,2,1,23
1,594,173.0422,2069.3064,0,0.024875871,10.3,1,2,0,1,33
1,794,173.7422,3621.2862,3,0.028139761,12.792854228644991,5,2,1,3,35
1,1162,207.0638,4969.5312,6,0.073997843,17.1,1,2,0,1,33
0,289,123.6046,1245.046,6,0.020798905,14.15,3,2,1,2,11
0,49,236.5564,5243.8408,14,0.052363244,10.8,2,1,1,1,13
0,1077,51.3324,934.7832,3,0.098283459,8.5,3,2,1,2,11
0,361,39.2848,521.9872,6,0.012138795,6.215,1,2,0,1,33
0,1202,253.0356,4578.0408,13,0.0,17.5,6,1,2,1,16
0,841,178.3028,1062.6168,4,0.042923652,20.7,7,1,1,1,18
1,1216,103.399,2579.975,3,0.009058845,8.975,8,0,2,1,23
1,464,83.9592,165.1184,5,0.032136417,20.5,0,2,1,0,22
0,424,46.1402,459.402,5,0.065898197,13.65,3,2,1,2,11
0,1108,167.5158,1504.0422,4,0.075731322,13.1,7,1,1,1,18
1,1157,232.23,5126.66,3,0.101812521,4.615,6,1,2,1,16
1,531,172.8396,2616.594,6,0.106327251,12.3,8,0,2,1,23
0,1347,37.519,842.237,11,0.080933328,12.792854228644991,5,2,1,3,35
0,1257,112.4886,1223.0746,5,0.100055601,19.2,6,1,2,1,16
1,327,152.1366,755.683,5,0.054540159000000005,20.1,9,0,1,1,21
1,414,109.5254,1953.4572,13,0.037723476,11.5,3,2,1,2,11
0,333,143.0786,288.9572,3,0.14897741,9.3,0,2,1,0,22
1,314,176.5054,2976.7918,6,0.104201019,15.2,3,2,1,2,11
1,861,191.3846,2675.1844,5,0.076198809,12.65,7,1,1,1,18
0,784,84.1908,755.0172,3,0.010639596000000001,11.1,6,1,2,1,16
0,1360,102.7332,410.1328,9,0.025039776,12.792854228644991,4,0,2,0,35
0,436,192.6478,387.4956,13,0.08632670699999999,12.792854228644991,4,0,2,0,35
0,1329,131.231,3635.268,9,0.041220035,19.2,6,1,2,1,16
0,941,187.5872,1323.6104,6,0.01247354,19.75,7,1,1,1,18
0,21,112.686,2942.836,14,0.07913221200000001,6.135,7,1,1,1,18
0,848,199.1742,4379.6324,1,0.020693809,12.5,6,1,2,1,16
0,600,193.9452,2936.178,13,0.10016525,7.235,7,1,1,1,18
0,953,53.3956,600.5516,13,0.057302606,15.85,6,1,2,1,16
1,930,260.5278,8851.1452,5,0.048761045999999995,9.895,7,1,1,1,18
0,35,153.0024,2428.8384,14,0.0,20.75,6,1,2,1,16
0,49,239.9564,3813.7024,14,0.052149675,10.8,9,0,1,1,21
0,1282,128.3336,2556.672,8,0.05013052900000001,8.76,9,0,1,1,21
1,442,97.34100000000001,1255.0330000000001,6,0.024987903,16.1,9,0,1,1,21
0,167,172.908,2769.728,6,0.109990885,7.1,6,1,2,1,16
1,337,76.8644,1571.2879999999998,6,0.049736267,19.35,7,1,1,1,18
1,624,189.2214,188.4214,0,0.117026714,16.7,0,2,1,0,22
1,1102,168.6448,1022.6688,6,0.035121963,9.5,1,2,0,1,33
0,34,197.8768,3744.4592,14,0.017311312,8.43,1,2,0,1,33
0,1532,196.511,2749.7540000000004,9,0.008811818,14.15,7,1,1,1,18
0,174,239.1538,480.7076,4,0.025583714,5.44,3,2,1,2,11
1,788,242.6512,969.4048,6,0.014353174,7.35,1,2,0,1,33
1,1204,129.131,4933.5779999999995,1,0.054220618,12.792854228644991,5,2,1,3,35
1,327,151.3366,2720.4588,5,0.054410179,20.1,1,2,0,1,33
0,1186,181.8976,4527.44,3,0.033974436000000004,12.0,8,0,2,1,23
0,919,185.5608,3123.9336,10,0.009996872,21.25,6,1,2,1,16
1,226,98.0384,2857.6136,0,0.030212499,8.3,7,1,1,1,18
0,606,76.067,1454.773,10,0.027217467999999998,10.1,2,1,1,1,13
0,348,123.5046,1992.0736,15,0.038123176,14.15,2,1,1,1,13
0,907,78.3644,1728.4168,3,0.079506434,9.0,7,1,1,1,18
0,985,163.6184,2311.6576,1,0.021811987,12.15,3,2,1,2,11
0,998,192.9504,7478.2656,4,0.082150145,12.792854228644991,5,2,1,3,35
0,1023,148.0734,593.8936,13,0.036012919,12.792854228644991,4,0,2,0,35
1,835,45.5744,452.744,6,0.028167478,20.0,9,0,1,1,21
1,1175,65.8142,856.8846,0,0.029560451,6.71,8,0,2,1,23
0,417,31.9558,984.7182,5,0.039631495,12.792854228644991,5,2,1,3,35
0,1132,228.372,2037.348,6,0.04280099,7.365,2,1,1,1,13
0,1236,50.035,149.805,4,0.017141985,7.935,1,2,0,1,33
0,435,51.3982,473.3838,12,0.056394770999999996,12.6,2,1,1,1,13
0,410,42.7454,293.6178,5,0.056379439,17.6,9,0,1,1,21
0,1269,190.1872,5105.3544,9,0.129534812,19.0,9,0,1,1,21
0,1386,175.3028,3010.7476,8,0.036439877999999995,7.5,2,1,1,1,13
0,30,77.6012,986.7156,4,0.0,13.35,8,0,2,1,23
0,1484,112.9176,458.0704,9,0.090191431,8.6,8,0,2,1,23
0,1183,196.011,589.2330000000001,13,0.30374337,12.792854228644991,4,0,2,0,35
1,233,140.6154,283.6308,13,0.022590317999999998,10.5,0,2,1,0,22
0,456,213.3534,1935.4806,5,0.08201152099999999,9.0,8,0,2,1,23
0,41,172.4396,1569.9564,7,0.122843005,4.61,9,0,1,1,21
1,320,146.2102,437.4306,5,0.05432142,10.895,0,2,1,0,22
0,1174,112.7176,1717.764,13,0.049144165,17.6,9,0,1,1,21
0,901,188.22400000000002,1304.968,6,0.040577878,11.65,9,0,1,1,21
0,1397,41.9796,784.3124,9,0.067400032,19.1,9,0,1,1,21
1,1206,165.7184,1816.3024,3,0.012036432,17.2,7,1,1,1,18
0,654,206.8638,2070.638,3,0.073977473,16.5,7,1,1,1,18
0,759,128.0994,2184.4898,2,0.143396175,15.6,7,1,1,1,18
0,1315,99.6016,1922.8304,9,0.03201648,9.0,6,1,2,1,16
0,512,44.0744,633.8416,13,0.058346234000000004,15.0,1,2,0,1,33
0,706,94.3436,2269.0464,1,0.14571827,12.792854228644991,5,2,1,3,35
0,435,52.4982,1209.7586,12,0.05580601599999999,12.792854228644991,5,2,1,3,35
0,1144,119.3098,1205.098,13,0.07209744900000001,6.195,9,0,1,1,21
1,1066,197.31099999999998,3338.987,0,0.11754371300000001,20.2,9,0,1,1,21
0,336,38.7506,227.7036,6,0.048718334,20.7,1,2,0,1,33
0,1346,245.046,4680.5740000000005,9,0.059175599999999995,20.25,3,2,1,2,11
0,898,117.7492,695.0952,3,0.031918284,7.655,1,2,0,1,33
1,274,193.982,579.246,6,0.09558797599999999,12.792854228644991,4,0,2,0,35
1,8,49.0692,1478.076,14,0.019308607,5.92,2,1,1,1,13
0,22,99.0042,694.4294,4,0.023974769,18.75,2,1,1,1,13
1,476,88.3856,703.0848,0,0.100602552,9.395,7,1,1,1,18
0,800,149.3708,4514.124,13,0.091189915,13.35,6,1,2,1,16
1,796,101.399,206.398,10,0.077480627,12.792854228644991,4,0,2,0,35
0,1275,196.21099999999998,589.2330000000001,9,0.12973174699999998,19.2,0,2,1,0,22
1,240,226.172,3169.208,6,0.103363904,19.0,1,2,0,1,33
0,289,124.2046,2490.092,6,0.020714523000000002,14.15,8,0,2,1,23
1,887,88.1514,1151.1682,0,0.062212712999999996,20.85,6,1,2,1,16
0,452,186.0582,3900.9222,13,0.031271134,8.63,2,1,1,1,13
0,1534,248.4776,6439.6176,9,0.026729067999999998,16.7,3,2,1,2,11
1,617,104.5332,1845.5976,2,0.094567181,7.895,8,0,2,1,23
0,204,77.9986,934.7832,6,0.05193741,7.72,1,2,0,1,33
0,1369,121.573,3202.498,8,0.12648042199999998,5.615,2,1,1,1,13
1,876,224.9088,2684.5056,1,0.055644887000000004,7.05,9,0,1,1,21
0,1515,109.2228,221.0456,8,0.028519419,14.35,0,2,1,0,22
0,121,151.7682,2439.4912,14,0.027101431000000002,8.52,9,0,1,1,21
1,1024,44.0112,596.5568,13,0.067083367,7.645,2,1,1,1,13
0,1023,149.5734,2227.101,13,0.020652362,12.1,3,2,1,2,11
0,804,192.4846,5159.2842,10,0.081042136,14.8,8,0,2,1,23
0,35,153.6024,1366.2216,14,0.021336565,20.75,3,2,1,2,11
0,855,238.6222,8604.7992,13,0.029001987000000003,10.8,7,1,1,1,18
0,92,190.2872,378.1744,7,0.069745165,18.35,0,2,1,0,22
1,795,58.6562,711.0744,4,0.06814888599999999,13.5,3,2,1,2,11
0,1265,34.819,1061.951,9,0.144094079,20.5,2,1,1,1,13
1,936,78.6328,1004.0264,0,0.186616421,12.35,3,2,1,2,11
0,57,39.1138,609.207,4,0.105323859,8.895,7,1,1,1,18
0,821,110.8886,3558.0352,4,0.022110425,16.7,7,1,1,1,18
0,59,155.8972,2025.3636,14,0.019374768,16.2,6,1,2,1,16
0,510,118.115,1864.24,10,0.014482278000000001,7.26,3,2,1,2,11
0,755,126.7678,1907.517,6,0.08780578800000001,6.65,9,0,1,1,21
0,1065,218.9166,5660.6316,1,0.048027043,13.35,8,0,2,1,23
0,774,99.8016,607.2096,0,0.055908268,17.35,6,1,2,1,16
0,336,39.6506,1024.6662,6,0.048522793,12.792854228644991,5,2,1,3,35
1,557,187.424,3169.208,3,0.032359413,5.46,2,1,1,1,13
0,1090,197.3452,2740.4328,5,0.088807455,18.25,6,1,2,1,16
0,770,47.7692,640.4996,6,0.046556408,8.185,9,0,1,1,21
0,937,122.2072,1960.1152,3,0.050750977,7.5,8,0,2,1,23
0,783,230.601,2067.3089999999997,0,0.035404052000000005,12.65,6,1,2,1,16
0,867,77.2328,231.6984,0,0.13039045800000001,14.3,6,1,2,1,16
0,1223,128.002,253.00400000000002,13,0.074422769,17.85,0,2,1,0,22
0,625,130.5626,131.1626,2,0.10574254400000001,6.425,0,2,1,0,22
1,372,153.4998,2153.1972,3,0.046729335999999996,6.825,7,1,1,1,18
0,654,205.3638,5383.6588,3,0.07347023400000001,12.792854228644991,5,2,1,3,35
0,1346,245.546,1724.422,9,0.058886477,20.25,1,2,0,1,33
0,1359,243.0196,3615.2940000000003,11,0.18293775,19.2,9,0,1,1,21
0,1465,166.8474,168.4474,9,0.020993364,17.7,0,2,1,0,22
1,191,175.437,2999.429,3,0.029223423999999998,9.695,7,1,1,1,18
0,236,259.3278,4165.2448,3,0.068489201,12.792854228644991,5,2,1,3,35
0,153,95.6436,1134.5232,0,0.043326511,7.75,7,1,1,1,18
0,81,159.6578,2888.2404,7,0.136532569,12.792854228644991,5,2,1,3,35
1,319,179.86599999999999,2696.49,5,0.018051091000000002,19.75,9,0,1,1,21
1,1098,55.5298,53.9298,4,0.23212188,5.325,0,2,1,0,22
1,421,115.4518,113.8518,13,0.057620562,12.792854228644991,4,0,2,0,35
0,1352,152.3682,2287.0229999999997,8,0.045865089000000005,12.792854228644991,5,2,1,3,35
1,967,185.1924,555.2772,3,0.021002171,12.792854228644991,4,0,2,0,35
1,1175,66.6142,1120.5414,0,0.029727657,6.71,2,1,1,1,13
0,1166,79.296,719.064,0,0.080527065,14.35,1,2,0,1,33
0,1413,47.8034,437.4306,8,0.0,15.2,9,0,1,1,21
1,921,256.633,2050.6639999999998,6,0.0,5.82,9,0,1,1,21
1,482,61.9168,1214.4192,13,0.056833394,5.59,3,2,1,2,11
1,495,148.0418,2059.9852,5,0.06225692099999999,18.5,8,0,2,1,23
1,323,133.1626,3672.5528,13,0.08951254199999999,12.792854228644991,5,2,1,3,35
1,797,153.5656,3089.312,5,0.060427062000000004,14.0,8,0,2,1,23
0,1191,165.021,815.605,6,0.216323008,7.605,0,2,1,0,22
0,1363,61.1536,61.2536,8,0.135612397,12.792854228644991,4,0,2,0,35
0,437,107.12799999999999,1278.336,0,0.08512595099999999,9.6,7,1,1,1,18
1,522,103.8674,1528.011,10,0.12256541300000001,17.7,2,1,1,1,13
0,116,43.376999999999995,129.83100000000002,7,0.0,15.7,0,2,1,0,22
0,1543,55.093,1301.639,8,0.077670981,13.65,2,1,1,1,13
1,249,110.1254,1844.9318,6,0.043201813,14.6,2,1,1,1,13
0,637,220.1798,5068.7354,13,0.088215871,15.6,2,1,1,1,13
0,97,217.5482,1095.241,4,0.036295834,20.25,1,2,0,1,33
0,206,151.9998,307.5996,13,0.18652881899999998,8.02,0,2,1,0,22
0,255,93.8462,1295.6468,6,0.099026525,18.35,1,2,0,1,33
0,278,118.8124,2607.2728,3,0.0,16.6,8,0,2,1,23
1,598,228.6668,3455.502,5,0.063162608,10.0,6,1,2,1,16
1,604,179.4318,2345.6134,4,0.063429818,16.1,9,0,1,1,21
1,1047,196.2426,197.7426,3,0.139785104,13.0,0,2,1,0,22
1,166,126.5362,1761.7068,5,0.04807227,16.1,2,1,1,1,13
0,582,105.5622,1905.5196,5,0.11209743300000001,19.0,9,0,1,1,21
0,827,163.5552,3086.6488,13,0.010037996,17.6,6,1,2,1,16
0,175,39.1822,1060.6194,10,0.012789884,6.32,2,1,1,1,13
1,832,153.1314,4653.942,10,0.033431669,9.3,6,1,2,1,16
1,805,175.0712,3339.6528,5,0.03623131,11.1,2,1,1,1,13
0,55,151.2682,2439.4912,7,0.086360962,12.792854228644991,5,2,1,3,35
0,996,99.4384,1379.5376,0,0.046232445,6.15,1,2,0,1,33
0,386,223.9746,897.4984,15,0.097618234,20.85,8,0,2,1,23
1,438,141.4838,1404.838,3,0.046808552999999996,17.1,8,0,2,1,23
1,721,86.3856,615.1992,13,0.03810738,13.15,3,2,1,2,11
1,579,95.7068,1069.2748,0,0.093846532,16.5,6,1,2,1,16
0,901,185.924,4101.3279999999995,6,0.040744057,11.65,2,1,1,1,13
0,679,160.292,4793.76,6,0.022831052,13.15,9,0,1,1,21
1,895,113.9518,1138.518,13,0.07687841599999999,19.35,9,0,1,1,21
1,982,122.2098,2771.7254,6,0.021501067000000002,19.35,7,1,1,1,18
1,763,101.4332,1948.1308,6,0.07964724,16.5,1,2,0,1,33
0,236,258.5278,5206.556,3,0.068809463,21.35,6,1,2,1,16
1,962,57.5246,173.7738,6,0.115570552,16.0,6,1,2,1,16
0,1265,34.919000000000004,73.238,9,0.14316437099999998,20.5,1,2,0,1,33
1,319,180.46599999999998,3415.554,5,0.018008071,19.75,1,2,0,1,33
0,1530,179.1976,3803.0496,9,0.015775777,17.6,2,1,1,1,13
1,1157,234.33,3961.51,3,0.102407778,4.615,2,1,1,1,13
0,129,154.1998,1384.1982,7,0.0036067259999999998,5.88,3,2,1,2,11
1,526,126.0704,1251.704,13,0.093801337,11.8,9,0,1,1,21
0,774,101.9016,1821.6288,0,0.0,17.35,1,2,0,1,33
1,472,196.9426,5141.3076,10,0.033760862,12.35,8,0,2,1,23
0,1021,111.0228,3205.1612,6,0.031131455,12.792854228644991,5,2,1,3,35
0,456,214.1534,1720.4272,5,0.082177842,9.0,7,1,1,1,18
0,1279,263.291,3418.883,9,0.118858866,6.235,9,0,1,1,21
0,1094,244.817,4374.306,13,0.0,9.6,6,1,2,1,16
0,1153,156.16299999999998,782.315,13,0.105448901,16.75,2,1,1,1,13
1,438,141.3838,1685.8056,3,0.046881328,17.1,9,0,1,1,21
1,372,154.5998,153.7998,3,0.078057026,6.825,0,2,1,0,22
1,986,92.212,4101.3279999999995,0,0.140955857,6.78,2,1,1,1,13
1,1125,181.9634,3453.5046,0,0.107186944,16.0,3,2,1,2,11
0,378,105.9938,1179.1318,15,0.15396020900000001,15.0,6,1,2,1,16
0,1291,251.3066,1004.0264,9,0.093160853,7.39,3,2,1,2,11
0,410,42.5454,419.454,5,0.05629192,17.6,8,0,2,1,23
1,902,239.6538,3845.6608,6,0.15604396,12.65,8,0,2,1,23
0,1223,127.102,2024.0320000000002,13,0.044463490999999994,17.85,8,0,2,1,23
1,271,150.4708,1956.1204,4,0.00827301,11.15,1,2,0,1,33
0,116,42.876999999999995,1168.479,7,0.030697825,15.7,6,1,2,1,16
0,1451,56.4614,55.2614,11,0.0,14.65,0,2,1,0,22
0,1048,55.0956,2020.0372,4,0.101281,12.792854228644991,5,2,1,3,35
0,607,160.4894,3073.9986,6,0.012300013,18.25,7,1,1,1,18
1,1252,98.7042,1884.8798,0,0.0,20.7,2,1,1,1,13
0,953,53.3956,1364.89,13,0.057313443,15.85,8,0,2,1,23
1,667,145.7444,3193.1768,1,0.075625152,6.575,9,0,1,1,21
0,1447,177.86599999999999,2336.958,11,0.030568919,17.75,7,1,1,1,18
0,93,185.2924,370.1848,14,0.19842484100000002,12.792854228644991,4,0,2,0,35
1,146,143.5786,3756.4436,4,0.029578726,12.792854228644991,5,2,1,3,35
0,451,44.9428,175.7712,13,0.213125482,12.792854228644991,4,0,2,0,35
1,390,181.2976,3078.6592,6,0.120137953,16.7,2,1,1,1,13
0,1412,115.1808,2109.2544,9,0.028679893999999997,10.85,8,0,2,1,23
0,291,113.7544,3243.7776,13,0.09980462300000001,10.0,9,0,1,1,21
1,979,37.9532,71.9064,10,0.044526443,13.65,0,2,1,0,22
1,221,46.8718,189.0872,5,0.162882227,19.0,0,2,1,0,22
1,1242,102.499,2579.975,1,0.022404492999999998,9.6,2,1,1,1,13
0,966,124.1388,1486.0656,0,0.075975642,12.0,2,1,1,1,13
1,350,43.8086,312.2602,4,0.09644909,5.925,6,1,2,1,16
0,1454,254.5014,4845.0266,9,0.041816615,13.0,6,1,2,1,16
1,891,58.5588,171.7764,5,0.08286768900000001,8.18,2,1,1,1,13
0,450,96.541,1834.279,6,0.076214289,12.8,7,1,1,1,18
0,1097,89.7488,2082.6224,3,0.12430196800000001,19.2,7,1,1,1,18
1,1192,159.4262,2705.1454,13,0.09720112800000001,14.5,8,0,2,1,23
0,367,196.81099999999998,3731.809,5,0.042861968,5.19,2,1,1,1,13
1,426,61.0536,1592.5936,6,0.0713931,13.3,1,2,0,1,33
0,1276,88.8514,2125.2336,9,0.041256807,19.6,1,2,0,1,33
0,978,248.275,998.7,4,0.034746076,17.75,6,1,2,1,16
0,984,119.1124,3673.8844,13,0.093441604,12.35,9,0,1,1,21
0,1515,109.8228,2099.9332,8,0.017024598000000002,14.35,1,2,0,1,33
0,1209,63.2536,1225.072,5,0.007363189,6.365,7,1,1,1,18
0,61,143.9102,3062.0142,14,0.014484582,12.792854228644991,5,2,1,3,35
1,967,184.7924,4442.2176,3,0.011937183,12.792854228644991,5,2,1,3,35
0,1449,238.6906,4278.4308,8,0.032862976,14.75,1,2,0,1,33
0,247,211.9928,631.1784,5,0.015484763,12.15,9,0,1,1,21
0,1554,121.5098,602.549,9,0.026163192000000002,6.59,1,2,0,1,33
1,544,255.6356,2797.6916,4,0.073920438,12.6,8,0,2,1,23
0,321,149.8734,445.4202,6,0.08635240300000001,12.792854228644991,4,0,2,0,35
